189,26,VAN
190,11,SJS
191,29,ARI
192,7,TOR
193,24,NYR
194,28,MTL
195,21,CAR
196,19,DAL
197,30,OTT
198,11,SJS
199,6,WSH
200,29,ARI
201,4,BOS
202,11,SJS
203,26,VAN
204,3,TBL
205,13,LAK
206,0,TOT
206,26,VAN
206,13,LAK
207,23,EDM
208,28,MTL
209,14,CBJ
210,14,CBJ
211,0,TOT
211,30,OTT
211,17,COL
212,0,TOT
212,29,ARI
212,25,CHI
213,9,MIN
214,0,TOT
214,30,OTT
214,3,TBL
215,10,PIT
216,18,STL
217,29,ARI
218,30,OTT
219,5,VEG
220,8,ANA
221,22,NYI
222,26,VAN
223,18,STL
224,2,WPG
225,31,BUF
226,25,CHI
227,16,FLA
228,1,NSH
229,29,ARI
230,19,DAL
231,6,WSH
232,1,NSH
233,1,NSH
234,5,VEG
235,30,OTT
236,9,MIN
237,2,WPG
238,27,DET
239,26,VAN
240,9,MIN
241,3,TBL
242,19,DAL
243,31,BUF
244,13,LAK
245,31,BUF
246,24,NYR
247,21,CAR
248,31,BUF
249,0,TOT
249,11,SJS
249,7,TOR
250,20,CGY
251,9,MIN
252,1,NSH
253,12,PHI
254,8,ANA
255,29,ARI
256,1,NSH
257,21,CAR
258,21,CAR
259,24,NYR
260,9,MIN
261,14,CBJ
262,13,LAK
263,20,CGY
264,13,LAK
265,30,OTT
266,1,NSH
267,25,CHI
268,8,ANA
269,25,CHI
270,22,NYI
271,27,DET
272,28,MTL
273,20,CGY
274,0,TOT
274,13,LAK
274,30,OTT
275,26,VAN
276,28,MTL
277,28,MTL
278,11,SJS
279,7,TOR
280,5,VEG
281,26,VAN
282,1,NSH
283,20,CGY
284,26,VAN
285,7,TOR
286,14,CBJ
287,6,WSH
288,8,ANA
289,15,NJD
290,24,NYR
291,4,BOS
292,20,CGY
293,0,TOT
293,17,COL
293,1,NSH
294,3,TBL
295,31,BUF
296,12,PHI
297,20,CGY
298,27,DET
299,26,VAN
300,29,ARI
301,11,SJS
302,31,BUF
303,12,PHI
304,12,PHI
305,3,TBL
306,0,TOT
306,24,NYR
306,15,NJD
307,26,VAN
308,9,MIN
309,8,ANA
310,6,WSH
311,13,LAK
312,27,DET
313,15,NJD
314,9,MIN
315,17,COL
316,31,BUF
317,17,COL
318,23,EDM
319,4,BOS
320,12,PHI
321,26,VAN
322,10,PIT
323,31,BUF
324,18,STL
325,25,CHI
326,16,FLA
327,10,PIT
328,12,PHI
329,7,TOR
330,16,FLA
331,15,NJD
332,19,DAL
333,20,CGY
334,0,TOT
334,20,CGY
334,29,ARI
335,20,CGY
336,21,CAR
337,29,ARI
338,14,CBJ
339,11,SJS
340,19,DAL
341,30,OTT
342,14,CBJ
343,0,TOT
343,25,CHI
343,1,NSH
344,1,NSH
345,20,CGY
346,5,VEG
347,25,CHI
348,15,NJD
349,24,NYR
350,19,DAL
351,3,TBL
352,11,SJS
353,4,BOS
354,27,DET
355,28,MTL
356,2,WPG
357,0,TOT
357,8,ANA
357,15,NJD
358,11,SJS
359,27,DET
360,22,NYI
361,25,CHI
362,25,CHI
363,25,CHI
364,15,NJD
365,29,ARI
366,22,NYI
367,30,OTT
368,0,TOT
368,24,NYR
368,4,BOS
369,7,TOR
370,24,NYR
371,26,VAN
372,8,ANA
373,19,DAL
374,10,PIT
375,26,VAN
376,20,CGY
377,16,FLA
378,28,MTL
379,5,VEG
380,16,FLA
381,10,PIT
382,26,VAN
383,5,VEG
384,7,TOR
385,13,LAK
386,1,NSH
387,20,CGY
388,20,CGY
389,19,DAL
390,1,NSH
391,30,OTT
392,18,STL
393,14,CBJ
394,27,DET
395,0,TOT
395,28,MTL
395,6,WSH
396,1,NSH
397,15,NJD
398,19,DAL
399,17,COL
400,14,CBJ
401,3,TBL
402,7,TOR
403,22,NYI
404,0,TOT
404,13,LAK
404,26,VAN
404,23,EDM
404,14,CBJ
405,14,CBJ
406,0,TOT
406,21,CAR
406,10,PIT
407,31,BUF
408,1,NSH
409,17,COL
410,25,CHI
411,28,MTL
412,7,TOR
413,17,COL
414,25,CHI
415,24,NYR
416,0,TOT
416,31,BUF
416,11,SJS
417,25,CHI
418,7,TOR
419,30,OTT
420,11,SJS
421,5,VEG
422,8,ANA
423,23,EDM
424,25,CHI
425,29,ARI
426,8,ANA
427,13,LAK
428,29,ARI
429,0,TOT
429,25,CHI
429,6,WSH
430,8,ANA
431,17,COL
432,25,CHI
433,8,ANA
434,10,PIT
435,23,EDM
436,3,TBL
437,23,EDM
438,20,CGY
439,19,DAL
440,9,MIN
441,3,TBL
442,9,MIN
443,7,TOR
444,12,PHI
445,13,LAK
446,8,ANA
447,24,NYR
448,4,BOS
449,27,DET
450,4,BOS
451,21,CAR
452,3,TBL
453,10,PIT
454,14,CBJ
455,20,CGY
456,22,NYI
457,2,WPG
458,9,MIN
459,3,TBL
460,21,CAR
461,4,BOS
462,6,WSH
463,11,SJS
464,22,NYI
465,13,LAK
466,13,LAK
467,2,WPG
468,17,COL
469,15,NJD
470,27,DET
471,23,EDM
472,31,BUF
473,27,DET
474,12,PHI
475,20,CGY
476,22,NYI
477,22,NYI
478,28,MTL
479,12,PHI
480,12,PHI
481,0,TOT
481,5,VEG
481,26,VAN
482,7,TOR
483,2,WPG
484,28,MTL
485,10,PIT
486,0,TOT
486,23,EDM
486,14,CBJ
487,24,NYR
488,13,LAK
489,8,ANA
490,5,VEG
491,12,PHI
492,19,DAL
493,17,COL
494,21,CAR
495,8,ANA
496,2,WPG
497,20,CGY
498,15,NJD
499,23,EDM
500,2,WPG
501,23,EDM
502,10,PIT
503,13,LAK
504,12,PHI
505,16,FLA
506,17,COL
507,16,FLA
508,10,PIT
509,23,EDM
510,16,FLA
511,20,CGY
512,12,PHI
513,8,ANA
514,27,DET
515,4,BOS
516,5,VEG
517,7,TOR
518,7,TOR
519,7,TOR
520,0,TOT
520,23,EDM
520,15,NJD
521,12,PHI
522,7,TOR
523,11,SJS
524,13,LAK
525,29,ARI
526,25,CHI
527,16,FLA
528,5,VEG
529,7,TOR
530,2,WPG
531,22,NYI
532,4,BOS
533,31,BUF
534,16,FLA
535,28,MTL
536,30,OTT
537,16,FLA
538,23,EDM
539,0,TOT
539,24,NYR
539,3,TBL
540,21,CAR
541,16,FLA
542,10,PIT
543,19,DAL
544,21,CAR
545,0,TOT
545,24,NYR
545,1,NSH
546,5,VEG
547,4,BOS
548,18,STL
549,8,ANA
550,26,VAN
551,11,SJS
552,29,ARI
553,29,ARI
554,5,VEG
555,28,MTL
556,19,DAL
557,14,CBJ
558,5,VEG
559,0,TOT
559,24,NYR
559,3,TBL
560,4,BOS
561,17,COL
562,0,TOT
562,13,LAK
562,28,MTL
563,9,MIN
564,31,BUF
565,20,CGY
566,8,ANA
567,7,TOR
568,15,NJD
569,12,PHI
570,2,WPG
571,0,TOT
571,28,MTL
571,2,WPG
572,0,TOT
572,14,CBJ
572,26,VAN
573,31,BUF
574,15,NJD
575,25,CHI
576,9,MIN
577,29,ARI
578,14,CBJ
579,13,LAK
580,2,WPG
581,0,TOT
581,3,TBL
581,24,NYR
582,0,TOT
582,24,NYR
582,4,BOS
583,4,BOS
584,5,VEG
585,21,CAR
586,22,NYI
587,31,BUF
588,17,COL
589,6,WSH
590,9,MIN
591,27,DET
592,17,COL
593,24,NYR
594,2,WPG
595,6,WSH
596,15,NJD
597,31,BUF
598,21,CAR
599,5,VEG
600,23,EDM
601,23,EDM
602,14,CBJ
603,31,BUF
604,7,TOR
605,27,DET
606,30,OTT
607,6,WSH
608,0,TOT
608,24,NYR
608,4,BOS
609,12,PHI
610,0,TOT
610,11,SJS
610,31,BUF
611,9,MIN
612,31,BUF
613,0,TOT
613,30,OTT
613,12,PHI
614,25,CHI
615,31,BUF
616,0,TOT
616,10,PIT
616,19,DAL
617,9,MIN
618,6,WSH
619,6,WSH
620,6,WSH
621,27,DET
622,6,WSH
623,0,TOT
623,18,STL
623,30,OTT
624,28,MTL
625,30,OTT
626,23,EDM
627,3,TBL
628,15,NJD
629,14,CBJ
630,0,TOT
630,25,CHI
630,29,ARI
631,3,TBL
632,18,STL
633,9,MIN
634,4,BOS
635,19,DAL
636,12,PHI
637,30,OTT
638,11,SJS
639,13,LAK
640,3,TBL
641,22,NYI
642,6,WSH
643,29,ARI
644,2,WPG
645,5,VEG
646,8,ANA
647,21,CAR
648,2,WPG
649,16,FLA
650,28,MTL
651,8,ANA
652,0,TOT
652,30,OTT
652,13,LAK
653,15,NJD
654,18,STL
655,24,NYR
656,5,VEG
657,19,DAL
658,0,TOT
658,28,MTL
658,7,TOR
659,3,TBL
660,7,TOR
661,31,BUF
662,2,WPG
663,4,BOS
664,31,BUF
665,26,VAN
666,22,NYI
667,0,TOT
667,9,MIN
667,18,STL
668,15,NJD
669,12,PHI
670,23,EDM
671,22,NYI
672,30,OTT
673,16,FLA
674,15,NJD
675,9,MIN
676,22,NYI
677,19,DAL
678,12,PHI
679,8,ANA
680,17,COL
681,21,CAR
682,8,ANA
683,23,EDM
684,9,MIN
685,12,PHI
686,0,TOT
686,10,PIT
686,5,VEG
687,31,BUF
688,0,TOT
688,9,MIN
688,28,MTL
689,31,BUF
690,18,STL
691,29,ARI
692,0,TOT
692,29,ARI
692,13,LAK
693,7,TOR
694,29,ARI
695,31,BUF
696,19,DAL
697,8,ANA
698,14,CBJ
699,30,OTT
700,31,BUF
701,15,NJD
702,7,TOR
703,2,WPG
704,19,DAL
705,10,PIT
706,8,ANA
707,21,CAR
708,10,PIT
709,23,EDM
710,10,PIT
711,25,CHI
712,30,OTT
713,21,CAR
714,11,SJS
715,28,MTL
716,25,CHI
717,1,NSH
718,12,PHI
719,15,NJD
720,26,VAN
721,14,CBJ
722,5,VEG
723,31,BUF
724,16,FLA
725,4,BOS
726,2,WPG
727,18,STL
728,29,ARI
729,28,MTL
730,28,MTL
731,18,STL
732,25,CHI
733,5,VEG
734,14,CBJ
735,10,PIT
736,18,STL
737,25,CHI
738,26,VAN
739,26,VAN
740,14,CBJ
741,9,MIN
742,19,DAL
743,22,NYI
744,23,EDM
745,3,TBL
746,15,NJD
747,30,OTT
748,25,CHI
749,24,NYR
750,28,MTL
751,0,TOT
751,8,ANA
751,28,MTL
752,0,TOT
752,10,PIT
752,27,DET
753,10,PIT
754,5,VEG
755,19,DAL
756,0,TOT
756,13,LAK
756,20,CGY
756,30,OTT
757,30,OTT
758,17,COL
759,25,CHI
760,8,ANA
761,12,PHI
762,10,PIT
763,1,NSH
764,21,CAR
765,24,NYR
766,21,CAR
767,23,EDM
768,24,NYR
769,1,NSH
770,19,DAL
771,5,VEG
772,30,OTT
773,6,WSH
774,18,STL
775,17,COL
776,11,SJS
777,0,TOT
777,18,STL
777,7,TOR
778,9,MIN
779,19,DAL
780,0,TOT
780,4,BOS
780,24,NYR
781,10,PIT
782,24,NYR
783,9,MIN
784,9,MIN
785,21,CAR
786,24,NYR
787,15,NJD
788,20,CGY
789,3,TBL
790,0,TOT
790,18,STL
790,2,WPG
791,26,VAN
792,18,STL
793,21,CAR
794,29,ARI
795,6,WSH
796,0,TOT
796,9,MIN
796,20,CGY
797,30,OTT
798,20,CGY
799,3,TBL
800,28,MTL
801,29,ARI
802,23,EDM
803,1,NSH
804,18,STL
805,3,TBL
806,9,MIN
807,26,VAN
808,27,DET
809,4,BOS
810,2,WPG
811,26,VAN
812,18,STL
813,0,TOT
813,27,DET
813,5,VEG
814,22,NYI
815,31,BUF
816,21,CAR
817,8,ANA
818,5,VEG
819,0,TOT
819,30,OTT
819,13,LAK
820,18,STL
821,18,STL
822,11,SJS
823,11,SJS
824,16,FLA
825,20,CGY
826,25,CHI
827,13,LAK
828,1,NSH
829,17,COL
830,16,FLA
831,10,PIT
832,2,WPG
833,5,VEG
834,27,DET
835,0,TOT
835,1,NSH
835,30,OTT
836,18,STL
837,28,MTL
838,16,FLA
839,7,TOR
840,21,CAR
841,0,TOT
841,26,VAN
841,14,CBJ
842,0,TOT
842,15,NJD
842,8,ANA
843,0,TOT
843,4,BOS
843,16,FLA
844,8,ANA
845,20,CGY
846,24,NYR
847,26,VAN
848,11,SJS
849,12,PHI
850,6,WSH
851,16,FLA
852,0,TOT
852,8,ANA
852,22,NYI
853,0,TOT
853,6,WSH
853,23,EDM
854,21,CAR
855,11,SJS
856,17,COL
857,1,NSH
858,12,PHI
859,28,MTL
860,1,NSH
861,16,FLA
862,12,PHI
863,8,ANA
864,14,CBJ
865,14,CBJ
866,2,WPG
867,30,OTT
868,5,VEG
869,30,OTT
870,21,CAR
871,17,COL
872,0,TOT
872,31,BUF
872,27,DET
872,10,PIT
873,6,WSH
874,0,TOT
874,25,CHI
874,4,BOS
875,9,MIN
876,27,DET
877,30,OTT
878,15,NJD
879,17,COL
880,23,EDM
881,16,FLA
882,15,NJD
883,17,COL
884,7,TOR
885,15,NJD
886,27,DET
887,24,NYR
888,24,NYR
889,9,MIN
890,21,CAR
